StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,Gain-Framed Message:_1,Loss-Framed Message:_1,QID1217973024,Q4,Q5,Q6_1,Q11_1,Q12_1,Q13_1,Q21_1,Q44_1,Q14,Q36_1,Q37_1,Q38_1,Q39_1,Q45_1,Q40,Q16,Q17,Q18,Q1,Q2,Q1,Q2,Q3,Q4,Q5,Q6,Q6_5_TEXT,Q4,Q5,Q6,Q7,Q8,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q1,Q2,Q3,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,Q1,Q2,Q3,Q4,Q5,Q6,purchase deal_1,purchase deal_2,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,purchase deal_1,purchase deal_2,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Income_1,Shopping habit_1,FL_14_DO,FL_17_DO,FL_20_DO,FL_23_DO,IVandDV_DO,DefaultQuestionBlock_DO
2025-04-09 06:54:46,2025-04-09 07:04:19,0,71.41.186.94,100,572,1,2025-04-09 07:04:19,R_6hnJcFxP79LO4wS,,,,,30.5045,-97.8209,anonymous,EN,A387QR9H4L2IHO,6,,3,46,1,6,,,,,,,4,5,5,4,7,1,5,1,1,,,3,3,5,1,4,2,,3,2,2,2,2,1,2,2,2,2,2,4,4,5.313,10.522,11.187,3,4,4,3,,,,,,,,2,3,3,,,,,,,1,1,7.821,9.343,11.401,2,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 07:02:19,2025-04-09 07:04:41,0,64.251.55.177,100,141,1,2025-04-09 07:04:42,R_7qj0D79KRihdGSJ,,,,,41.7884,-72.692,anonymous,EN,A3AG3WP77JFG1T,,3,2,24,2,4,,,,,,,6,5,4,5,7,2,2,2,2,4,4,,,2,2,1,1,,3,2,4,3,3,3,2,4,3,3,1,4,3,,,,,,,,4.718,7.67,8.193,3,4,4,4,1,1,2,,,,,,,1,2,2.886,3.325,4.593,2,2,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 07:04:34,2025-04-09 07:06:21,0,5.161.116.142,100,107,1,2025-04-09 07:06:22,R_8QuOya0YyRZuNoW,,,,,39.0469,-77.4903,anonymous,EN,A313QTGC8AQY8V,4,,2,37,1,4,,,,,,,5,6,5,6,7,2,4,1,2,5,4,,,3,1,2,3,,4,3,4,3,4,4,4,4,4,4,3,5,3,,,,,,,,0,0,4.624,0,5,4,3,2,4,2,,,,,,,5,4,0,0,2.164,0,3,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 06:59:49,2025-04-09 07:06:46,0,172.88.234.24,100,417,1,2025-04-09 07:06:47,R_5ur5S81xYd9dedH,,,,,33.8578,-117.7869,anonymous,EN,A1T96MBX54027C,,6,3,61,2,2,7,5,5,4,7,1,,,,,,,6,2,1,,,1,1,6,2,1,1,,1,1,2,3,3,5,1,2,3,3,1,1,3,15.569,25.383,26.65,6,2,1,1,,,,,,,,1,4,1,,,,,,,7,1,12.214,30.143,31.364,5,1,3,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 07:02:29,2025-04-09 07:07:32,0,74.213.215.219,100,303,1,2025-04-09 07:07:33,R_6VemN9xLDBG54id,,,,,44.7842,-88.0588,anonymous,EN,A367DFRENYZ3IM,6,,1,32,1,6,,,,,,,5,6,3,4,7,1,3,1,1,,,1,2,3,1,1,2,,1,2,3,3,1,1,2,3,3,1,1,4,3,8.697,13.649,14.351,3,5,1,1,,,,,,,,2,2,3,1,2,17.377,21.268,22.659,2,,,,,,,1,1,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 07:01:35,2025-04-09 07:07:44,0,107.11.181.48,100,369,1,2025-04-09 07:07:45,R_5dEex6IOHB3itiv,,,,,40.2738,-81.8662,anonymous,EN,"AR4FNR7Z2WLC8 ",7,,1,66,1,6,4,4,4,1,7,2,,,,,,,7,1,1,1,1,,,7,1,1,5,I don't work out at all,1,1,1,3,3,1,1,1,3,3,1,4,3,,,,,,,,4.302,20.941,22.289,5,3,2,1,2,4,2,,,,,,,1,1,9.422,11.431,16.084,2,1,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 07:03:33,2025-04-09 07:08:12,0,71.240.118.64,100,279,1,2025-04-09 07:08:13,R_3BrrVX4WincRkj5,,,,,42.0982,-80.0861,anonymous,EN,A144N9R7W4H67O,4,,3,35,1,4,,,,,,,6,6,5,4,7,3,4,1,1,,,3,2,3,1,1,2,,4,3,4,4,3,4,3,4,4,3,3,3,4,6.225,10.61,11.23,5,4,4,3,,,,,,,,2,2,2,,,,,,,2,1,6.81,17.579,18.527,7,1,1,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 07:03:17,2025-04-09 07:08:46,0,69.27.68.225,100,328,1,2025-04-09 07:08:47,R_5M0cBvYLHFOIGWY,,,,,36.8348,-81.5148,anonymous,EN,A1P1RD4Q9JOQAX,,3,2,38,2,3,,,,,,,6,5,6,5,7,2,4,2,2,1,1,,,4,2,3,2,,1,3,3,5,5,1,3,3,4,4,4,2,2,,,,,,,,5.296,13.942,14.567,9,4,3,3,1,2,2,1,1,21.117,35.599,36.223,8,,,,,,,3,3,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 07:01:51,2025-04-09 07:09:10,0,98.146.194.160,100,438,1,2025-04-09 07:09:11,R_3mKtcQMDgcmJ8yZ,,,,,46.7314,-117.1733,anonymous,EN,A2YUYXAI4SAOLY,3,,3,71,2,5,5,4,2,4,7,3,,,,,,,7,2,1,2,1,,,7,2,4,4,,2,2,3,3,2,2,2,3,3,3,2,3,4,11.889,17.941,19.219,4,4,2,3,,,,,,,,1,4,2,,,,,,,1,1,14.968,17.463,19.52,2,3,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 07:03:58,2025-04-09 07:09:10,0,129.222.125.171,100,311,1,2025-04-09 07:09:11,R_6yl5thkdkmwEgrr,,,,,32.7797,-96.8022,anonymous,EN,A3AKHMPEIFLRRV,7,,3,40,2,6,,,,,,,5,4,6,5,7,3,4,2,2,,,4,3,4,2,2,2,,2,2,2,4,3,2,2,2,4,3,3,3,3,3.763,8.383,9.157,3,5,2,2,,,,,,,,1,2,2,1,1,10.937,12.85,13.831,2,,,,,,,2,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 06:58:06,2025-04-09 07:09:45,0,75.35.196.153,100,698,1,2025-04-09 07:09:45,R_6dnbTXpfWzN1PC7,,,,,35.8467,-86.4885,anonymous,EN,A1VHITL9WRBG8J,,6,2,28,1,3,4,6,2,4,7,3,,,,,,,3,1,2,,,4,4,3,1,2,2,,3,3,4,2,2,3,3,4,3,3,2,2,3,,,,,,,,1.966,22.332,23.273,9,5,4,2,2,2,2,1,1,10.685,16.456,18.742,3,,,,,,,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 07:05:28,2025-04-09 07:09:47,0,192.46.189.226,100,258,1,2025-04-09 07:09:47,R_6pJQ7pK8i8A6mo0,,,,,37.751,-97.822,anonymous,EN,A2V2FWJO9PMPK3,5,,2,49,2,5,,,,,,,5,6,5,6,7,2,5,2,3,,,3,3,5,2,3,2,,3,4,4,3,3,2,3,3,4,3,3,3,3,,,,,,,,3.086,8.278,9.411,5,4,5,4,1,3,2,,,,,,,5,6,2.456,5.869,7.363,3,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 07:09:18,2025-04-09 07:11:11,0,5.161.237.20,100,112,1,2025-04-09 07:11:11,R_2hhFH8dmHR4mdAs,,,,,39.0469,-77.4903,anonymous,EN,A393VRSHKTX14M,4,,2,35,1,4,,,,,,,5,6,3,5,7,2,4,1,2,5,3,,,4,1,2,3,,3,4,3,4,3,5,2,4,4,4,3,4,4,,,,,,,,0,0,3.556,0,5,2,4,2,2,2,,,,,,,6,3,0,0,2.334,0,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 07:07:40,2025-04-09 07:11:42,0,38.240.50.138,100,241,1,2025-04-09 07:11:42,R_1LcnrC2tdYHXEZx,,,,,39.018,-77.539,anonymous,EN,A35WTLXI20MWGM,,5,1,35,2,4,6,7,5,7,7,2,,,,,,,4,2,2,4,3,,,4,2,1,2,,4,2,3,4,2,5,2,3,2,4,3,2,2,2.342,4.777,5.904,3,4,5,4,,,,,,,,1,2,2,5,6,6.459,7.098,7.743,2,,,,,,,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 07:10:05,2025-04-09 07:14:14,0,170.39.185.133,100,248,1,2025-04-09 07:14:14,R_7pE9hHMeaOZjg1B,,,,,39.018,-77.539,anonymous,EN,AWMVGCVTHV6HG,3,,1,37,2,4,,,,,,,6,5,6,7,7,2,4,2,2,4,4,,,4,2,2,2,,4,3,3,4,3,4,3,3,4,3,2,4,3,1.936,3.179,4.254,3,4,5,4,,,,,,,,1,3,2,,,,,,,5,6,2.992,3.634,4.097,2,2,1,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 07:08:07,2025-04-09 07:16:00,0,23.123.22.104,100,473,1,2025-04-09 07:16:01,R_3Ny3JWuPQhh7ENi,,,,,41.946,-87.7033,anonymous,EN,A1XFZWOOLJ1CGL,,5,2,69,2,5,6,6,4,3,7,1,,,,,,,7,2,2,,,3,3,7,2,2,2,,3,2,3,3,2,3,3,4,3,3,1,2,3,14.763,26.814,28.001,3,3,3,3,,,,,,,,1,4,2,,,,,,,2,2,11.541,15.54,16.866,2,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 07:13:04,2025-04-09 07:17:17,0,99.103.120.71,100,252,1,2025-04-09 07:17:17,R_7TBJKQ6ABTjNl8x,,,,,29.6471,-95.4871,anonymous,EN,A16V26PS1N92AG,,7,1,37,1,5,,,,,,,1,3,5,2,7,3,4,1,1,,,4,2,4,1,1,2,,2,2,2,3,3,2,2,2,3,3,2,3,3,7.477,15.536,16.071,3,4,4,4,,,,,,,,2,2,2,,,,,,,2,2,9.563,11.16,12.617,2,2,1,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 07:06:37,2025-04-09 07:17:19,0,172.56.75.25,100,642,1,2025-04-09 07:17:20,R_7p8Sz6tn1Dbp8Pr,,,,,28.4883,-81.4061,anonymous,EN,A1VH48LIPNJNK3,,5,2,45,2,5,,,,,,,6,4,6,5,7,1,5,2,1,2,2,,,5,2,2,2,,4,3,3,4,2,4,3,4,4,4,3,2,3,,,,,,,,15.702,21.287,22.077,3,4,3,2,1,3,2,3,3,11.838,15.35,17.15,2,,,,,,,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 07:06:14,2025-04-09 07:17:29,0,62.164.231.21,100,675,1,2025-04-09 07:17:29,R_73jAtvuJg47GBfM,,,,,37.751,-97.822,anonymous,EN,A1L727279Z4AI1,,4,2,28,1,5,6,4,6,5,7,2,,,,,,,3,1,1,,,4,4,3,1,2,2,,4,3,4,4,3,4,3,3,4,3,3,4,4,,,,,,,,2.692,8.327,46.875,4,4,3,4,2,2,3,,,,,,,6,5,4.59,4.869,18.678,2,2,1,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 07:15:07,2025-04-09 07:18:52,0,38.255.40.67,100,224,1,2025-04-09 07:18:52,R_3H05SLIeJUI5M52,,,,,40.7876,-74.06,anonymous,EN,A1H1NKLU91DUXZ,4,,1,35,1,4,6,4,6,4,7,2,,,,,,,4,1,2,,,4,4,4,1,2,3,,4,3,4,3,4,3,4,3,4,3,3,4,3,,,,,,,,3.327,8.086,14.454,3,4,5,4,2,2,2,7,6,5.876,6.591,7.591,2,,,,,,,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 07:22:18,2025-04-09 07:24:01,0,88.209.227.245,100,102,1,2025-04-09 07:24:01,R_5aqU87jLmntN6kV,,,,,37.751,-97.822,anonymous,EN,,4,,2,39,1,3,5,4,2,5,7,3,,,,,,,4,1,2,4,5,,,4,1,2,3,,4,5,4,4,4,4,3,3,4,4,3,3,4,,,,,,,,0,0,2.964,0,5,2,4,2,3,2,,,,,,,5,2,0,0,1.473,0,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 07:18:31,2025-04-09 07:24:58,0,46.203.47.160,100,386,1,2025-04-09 07:24:59,R_5pZ4pQ01SOSS9Tb,,,,,39.0469,-77.4903,anonymous,EN,A3KXEUG7PEJ75L,5,,2,40,1,5,,,,,,,5,6,4,6,7,2,3,1,1,4,4,,,3,1,2,2,,4,3,4,4,3,4,3,4,4,3,2,4,4,2.37,13.276,16,7,4,4,3,,,,,,,,2,2,2,,,,,,,5,6,11.401,12.331,14.577,2,2,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 07:23:11,2025-04-09 07:25:41,0,65.188.203.5,100,150,1,2025-04-09 07:25:42,R_7tyZttzkEU9pnji,,,,,36.3107,-78.5908,anonymous,EN,ASARROL2Q6XRM,2,,2,32,1,2,,,,,,,5,2,7,6,7,1,3,1,1,,,3,5,3,1,2,3,,2,3,2,4,4,2,4,2,5,3,2,2,3,,,,,,,,3.005,4.893,5.404,3,5,5,5,2,2,2,,,,,,,2,7,4.295,4.965,5.771,2,2,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 07:23:10,2025-04-09 07:26:02,0,71.211.153.6,100,171,1,2025-04-09 07:26:02,R_58H1iM6pmUDxHPz,,,,,39.7593,-104.9651,anonymous,EN,A2MFMT2FIYVQSN,6,,1,31,4,6,,,,,,,4,4,5,4,7,3,3,4,2,,,3,2,3,3,2,3,,1,1,4,3,3,1,1,4,3,3,2,4,3,4.517,7.309,8.155,3,4,2,2,,,,,,,,3,2,3,2,3,7.179,9.222,10.194,2,,,,,,,3,1,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 07:23:38,2025-04-09 07:26:16,0,75.242.244.157,100,157,1,2025-04-09 07:26:17,R_6OI6KE3Ex9BXfEa,,,,,39.1877,-84.4572,anonymous,EN,A26ULCPI7UC9R0,2,,1,32,1,2,4,5,4,4,7,1,,,,,,,3,1,1,2,1,,,3,1,1,2,,4,3,3,4,3,4,3,3,4,3,3,2,4,4.824,7.226,8.1,3,4,4,4,,,,,,,,2,2,2,,,,,,,1,1,4.301,5.796,8.259,2,2,3,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 07:22:36,2025-04-09 07:26:29,0,172.220.80.202,100,232,1,2025-04-09 07:26:29,R_15KgsK8wiuWhYd3,,,,,43.1205,-89.3523,anonymous,EN,A2SV6TAIJO32BX,7,,1,50,1,7,6,5,4,6,7,2,,,,,,,5,1,2,4,4,,,5,1,2,2,,5,2,3,3,3,5,2,3,3,4,2,4,3,,,,,,,,6.335,10.277,11.2,3,5,4,4,2,3,2,5,5,6.704,8.866,10.203,2,,,,,,,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 07:23:50,2025-04-09 07:27:00,0,69.135.68.226,100,189,1,2025-04-09 07:27:00,R_5N9riPbUdRtvfod,,,,,41.3137,-81.7246,anonymous,EN,A38Z116OEKJUBN,,5,2,50,2,6,5,7,4,6,7,3,,,,,,,5,2,1,,,3,3,5,2,4,1,,4,2,3,4,3,4,3,3,3,3,3,3,3,,,,,,,,3.398,7.958,8.465,6,5,4,5,1,3,2,,,,,,,6,2,4.781,12.621,13.207,6,3,3,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 07:23:26,2025-04-09 07:27:10,0,71.184.253.94,100,223,1,2025-04-09 07:27:10,R_1OdhiF8qG5uNO0z,,,,,42.5781,-71.805,anonymous,EN,AIR4YWDDONXUX,,7,1,48,1,7,,,,,,,1,1,5,1,7,1,5,1,1,,,1,1,5,1,3,5,Nothing,1,1,3,3,3,1,1,3,3,3,1,5,3,6.8,9.769,10.854,3,3,1,1,,,,,,,,2,3,3,1,1,4.565,8.217,9.056,3,,,,,,,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 07:25:35,2025-04-09 07:27:22,0,38.255.43.167,100,107,1,2025-04-09 07:27:23,R_1Jg5FOMVvJZl790,,,,,34.0609,-118.2414,anonymous,EN,A3DZYQFQBQKZZL,,5,1,30,1,5,,,,,,,6,4,5,6,7,2,3,1,2,3,4,,,3,1,2,3,,4,3,4,3,4,5,3,2,3,3,4,3,3,1.571,3.023,3.466,3,4,3,4,,,,,,,,2,3,2,5,6,2.295,3.274,3.759,2,,,,,,,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 07:22:46,2025-04-09 07:27:24,0,50.96.116.95,100,277,1,2025-04-09 07:27:24,R_6myCpAceChDZKwK,,,,,32.0856,-81.0964,anonymous,EN,A2G7TP0C5413ZU,,3,1,30,1,3,5,6,5,4,7,3,,,,,,,3,1,1,1,1,,,3,1,2,1,,1,2,2,,3,1,2,2,3,3,1,2,2,,,,,,,,4.331,10.187,15.568,4,4,2,2,2,2,2,2,1,5.089,6.481,13.629,2,,,,,,,2,1,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 07:22:36,2025-04-09 07:28:59,0,69.232.54.57,100,383,1,2025-04-09 07:29:00,R_77A2KOBs9LWTog9,,,,,29.5826,-98.4091,anonymous,EN,A3HFZPC8QR1Y54,,6,1,38,1,5,,,,,,,5,3,6,4,7,3,4,1,2,2,2,,,4,1,2,4,,4,2,6,4,4,4,3,3,4,4,3,3,3,,,,,,,,0,0,3.329,0,5,4,4,2,2,2,,,,,,,1,5,11.461,15.028,15.92,2,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 07:22:27,2025-04-09 07:30:14,0,174.228.162.76,100,466,1,2025-04-09 07:30:14,R_6Q4mYxzAlS1Aj3r,,,,,28.4883,-81.4061,anonymous,EN,A3NJORXBXMA0IS,,2,1,60,2,6,7,7,5,6,7,1,,,,,,,6,2,2,,,3,3,6,2,2,2,,2,3,3,2,2,2,3,3,2,2,2,3,3,18.311,27.665,29.367,3,4,2,2,,,,,,,,1,4,3,2,1,18.49,21.236,24.733,2,,,,,,,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 07:26:40,2025-04-09 07:30:17,0,162.225.50.158,100,216,1,2025-04-09 07:30:18,R_5T8X4HYaZUCRBFn,,,,,42.5531,-87.9334,anonymous,EN,A3CX9Y5RJOAK2Y,6,,2,34,1,3,6,5,3,5,7,1,,,,,,,3,1,2,2,2,,,3,1,1,2,,2,3,4,3,2,2,3,4,2,2,2,2,2,4.305,8.749,9.443,4,4,4,4,,,,,,,,2,2,2,,,,,,,5,4,6.122,8.254,10.358,2,1,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 07:24:43,2025-04-09 07:30:45,0,129.71.11.68,100,362,1,2025-04-09 07:30:46,R_7pM9VGKde4te3rN,,,,,38.4409,-81.4799,anonymous,EN,A2YASA4B24Z7U4,6,,2,66,1,3,,,,,,,2,4,3,4,7,1,7,1,1,,,2,1,7,1,2,3,,3,3,2,3,3,2,3,2,3,3,1,2,3,12.756,17.627,18.798,4,4,3,2,,,,,,,,2,4,1,,,,,,,2,2,5.349,7.349,8.178,2,2,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 07:25:38,2025-04-09 07:30:56,0,185.114.207.72,100,317,1,2025-04-09 07:30:57,R_7EMAoLVG3spGYX6,,,,,35.2916,-80.8201,anonymous,EN,AUO3MUHZA2FWD,5,,2,31,1,6,,,,,,,6,6,5,6,7,1,3,1,3,4,4,,,3,1,2,1,,4,2,2,5,4,4,4,4,4,3,4,4,3,,,,,,,,1.461,4.612,5.329,3,4,5,4,2,2,2,6,5,2.575,4.331,6.831,2,,,,,,,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 07:25:54,2025-04-09 07:31:01,0,192.46.190.30,100,306,1,2025-04-09 07:31:01,R_5PznAPr0Rfcb7C3,,,,,37.751,-97.822,anonymous,EN,AZ2LG8KEE2IEY,,5,2,48,1,5,6,5,6,4,7,2,,,,,,,5,1,1,,,4,4,5,1,2,2,,4,3,4,4,3,4,3,4,4,3,3,4,4,,,,,,,,2.507,7.137,8.679,4,4,3,4,2,3,2,,,,,,,5,6,15.232,15.935,18.714,2,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 07:27:26,2025-04-09 07:31:17,0,73.164.89.82,100,230,1,2025-04-09 07:31:17,R_1ftNH8kRwaPtxDj,,,,,44.8993,-92.9272,anonymous,EN,A2XIPFV7ENTREH,6,,3,39,2,4,,,,,,,6,6,6,6,7,1,4,2,2,4,3,,,4,2,4,2,,3,2,2,3,2,4,3,3,2,2,4,3,3,5.337,7.204,7.692,3,5,5,5,,,,,,,,1,2,2,5,3,5.105,8.025,8.779,3,,,,,,,3,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 07:27:34,2025-04-09 07:31:46,0,68.61.114.61,100,251,1,2025-04-09 07:31:46,R_6dLVrCZlGIkd5h7,,,,,42.6734,-82.7736,anonymous,EN,AM5KOJW1OSJ7L,,6,3,33,2,4,,,,,,,7,5,6,6,7,2,3,2,2,,,4,4,3,2,1,1,,2,3,4,3,3,2,4,4,3,3,2,2,3,16.065,19.831,20.251,3,5,5,5,,,,,,,,1,2,2,2,2,5.991,7.191,8.039,2,,,,,,,2,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 07:27:00,2025-04-09 07:31:53,0,12.5.178.25,100,292,1,2025-04-09 07:31:54,R_53CmIuE8gqYWzAu,,,,,32.9993,-96.8346,anonymous,EN,A9IPBD6C63ASJ,,5,3,39,1,2,,,,,,,6,6,4,2,7,1,4,1,3,2,2,,,4,1,2,2,,1,2,5,2,1,1,2,5,1,1,2,2,4,,,,,,,,8.201,12.447,13.154,3,4,2,1,2,2,2,1,1,15.447,16.103,21.322,2,,,,,,,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 07:26:50,2025-04-09 07:32:00,0,104.35.112.40,100,310,1,2025-04-09 07:32:00,R_7me1G3k65nRJddu,,,,,34.1994,-118.5972,anonymous,EN,AILHRWO8NUEH,,5,2,47,2,5,,,,,,,7,6,7,7,7,1,5,2,2,,,2,1,5,2,3,2,,5,3,3,4,4,5,3,3,4,4,5,4,4,9.015,13.743,14.648,3,5,5,5,,,,,,,,1,3,2,,,,,,,4,2,10.725,15.627,16.772,3,3,3,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 07:30:10,2025-04-09 07:32:46,0,72.77.94.201,100,155,1,2025-04-09 07:32:46,R_6fqGRrw3fZ6mIxR,,,,,40.4488,-79.9951,anonymous,EN,A9UQ3W297H8KC,,3,1,23,1,5,5,5,6,5,7,1,,,,,,,2,1,1,3,2,,,2,1,2,2,,3,2,3,3,3,3,2,3,3,3,4,3,3,2.6,5.698,6.451,4,4,3,3,,,,,,,,2,1,2,,,,,,,4,2,3.545,7.029,8.165,4,2,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 07:28:05,2025-04-09 07:32:51,0,172.59.221.160,100,286,1,2025-04-09 07:32:52,R_3mlNgjtFy9G7NuK,,,,,35.2522,-80.8263,anonymous,EN,A2IJGX2GSAWDUP,7,,3,48,1,5,,,,,,,4,3,5,5,7,1,5,1,1,3,2,,,5,1,2,2,,2,3,4,3,4,2,3,4,3,4,1,3,3,,,,,,,,7.574,12.008,12.699,4,4,3,3,2,3,2,1,1,10.37,12.448,13.571,2,,,,,,,3,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 07:27:15,2025-04-09 07:33:15,0,128.23.128.6,100,360,1,2025-04-09 07:33:16,R_72Q3S8CdPm1EvPC,,,,,32.7147,-79.9526,anonymous,EN,A13A3UP3NRAY2M,1,,3,63,2,2,,,,,,,6,6,3,2,7,1,6,2,1,1,1,,,6,2,2,1,,2,2,3,2,2,3,2,3,2,2,3,1,2,,,,,,,,11.668,21.188,21.777,4,5,4,3,1,4,2,2,1,18.599,24.105,25.148,3,,,,,,,3,3,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 07:30:33,2025-04-09 07:33:55,0,98.149.15.211,100,201,1,2025-04-09 07:33:55,R_1IRCijoLQ9qyolH,,,,,33.7518,-117.9932,anonymous,EN,A39KJNWAFOD7N1,6,,1,23,2,3,5,5,5,5,6,3,,,,,,,2,2,1,3,2,,,2,2,2,2,,3,3,4,3,3,3,2,3,3,3,3,4,3,,,,,,,,0.939,2.96,3.407,7,4,4,3,1,1,2,,,,,,,6,5,0.816,7.491,7.844,6,2,1,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
